origem;data_hora;mes_ano;trimestre_ano;endereco;regional;ano;Geometry
V.TAL;2024-01-02 02:28:00;JANEIRO/2024;01/2024;RUA DO OURO 1727, SERRA;CENTRO-SUL;2024;POINT (-43.952579 -19.9331754)
V.TAL;2024-01-02 02:28:00;JANEIRO/2024;01/2024;RUA DO OURO 1727, SERRA;CENTRO-SUL;2024;POINT (-43.90802617 -19.91224027)
V.TAL;2024-01-02 04:15:00;JANEIRO/2024;01/2024;RUA LAURO FERREIRA 111, BURITIS;OESTE;2024;POINT (-43.90802617 -19.91224027)
V.TAL;2024-01-02 04:15:00;JANEIRO/2024;01/2024;RUA LAURO FERREIRA 111, BURITIS;OESTE;2024;POINT (-43.9483799 -19.8927896)
CLARO;2024-01-02 04:54:00;JANEIRO/2024;01/2024;RUA PADRE AGOSTINHO 400, SANTA CRUZ;NORDESTE;2024;POINT (-44.0236369 -19.9841928)
CLARO;2024-01-02 04:54:00;JANEIRO/2024;01/2024;RUA PADRE AGOSTINHO 400, SANTA CRUZ;NORDESTE;2024;POINT (-43.9160021613985 -19.9394798449614)
CLARO;2024-01-02 05:22:00;JANEIRO/2024;01/2024;AVENIDA DOUTOR CRISTIANO GUIMARAES 369, PLANALTO;NORTE;2024;POINT (-44.00735074 -19.89365613)
CLARO;2024-01-02 05:22:00;JANEIRO/2024;01/2024;AVENIDA DOUTOR CRISTIANO GUIMARAES 369, PLANALTO;NORTE;2024;POINT (-43.9487991 -19.892823)
CLARO;2024-01-02 07:57:00;JANEIRO/2024;01/2024;RUA SANTA QUITERIA 300, CARLOS PRATES;NOROESTE;2024;POINT (-44.00735074 -19.89365613)
CLARO;2024-01-02 07:57:00;JANEIRO/2024;01/2024;RUA SANTA QUITERIA 300, CARLOS PRATES;NOROESTE;2024;POINT (-43.98401272815154 -19.922388212576962)
VIVO;2024-01-02 10:37:00;JANEIRO/2024;01/2024;RUA FLEMIDARK 15, SANTA CECILIA;BARREIRO;2024;POINT (-44.0133285 -19.9781424)
VIVO;2024-01-02 10:37:00;JANEIRO/2024;01/2024;RUA FLEMIDARK 15, SANTA CECILIA;BARREIRO;2024;POINT (-43.9724285691188 -19.8433072993513)
VIVO;2024-01-02 12:11:00;JANEIRO/2024;01/2024;RUA DORIVAL MACHADO 181, SANTA MONICA;VENDA NOVA;2024;POINT (-44.0236369 -19.9841928)
VIVO;2024-01-02 12:11:00;JANEIRO/2024;01/2024;RUA DORIVAL MACHADO 181, SANTA MONICA;VENDA NOVA;2024;POINT (-44.05622861 -19.97872522)
VIVO;2024-01-02 12:13:00;JANEIRO/2024;01/2024;RUA SIDEROSE 27, CAICARAS;NOROESTE;2024;POINT (-44.0556753 -19.9799447)
VIVO;2024-01-02 12:13:00;JANEIRO/2024;01/2024;RUA SIDEROSE 27, CAICARAS;NOROESTE;2024;POINT (-44.05622861 -19.97872522)
VIVO;2024-01-02 12:14:00;JANEIRO/2024;01/2024;RUA RIACHUELO 1630, PADRE EUSTAQUIO;NOROESTE;2024;POINT (-44.0556753 -19.9799447)
VIVO;2024-01-02 12:14:00;JANEIRO/2024;01/2024;RUA RIACHUELO 1630, PADRE EUSTAQUIO;NOROESTE;2024;POINT (-44.05433009 -19.98881202)
OI;2024-01-02 14:36:53;JANEIRO/2024;01/2024;RUA CONGONHAS 758, SANTO ANTONIO;CENTRO-SUL;2024;POINT (-44.05435203 -19.99110783)
OI;2024-01-02 14:36:53;JANEIRO/2024;01/2024;RUA CONGONHAS 758, SANTO ANTONIO;CENTRO-SUL;2024;POINT (-43.9422106 -19.8729747)
OI;2024-01-02 15:07:27;JANEIRO/2024;01/2024;RUA TEIXEIRA DE FREITAS 385, SANTO ANTONIO;CENTRO-SUL;2024;POINT (-43.9584939 -19.8076767)
OI;2024-01-02 15:07:27;JANEIRO/2024;01/2024;RUA TEIXEIRA DE FREITAS 385, SANTO ANTONIO;CENTRO-SUL;2024;POINT (-44.05435203 -19.99110783)
VIVO;2024-01-02 15:55:00;JANEIRO/2024;01/2024;RUA CARLOS PINTO COELHO 143, VALE DO JATOBA;BARREIRO;2024;POINT (-44.05433009 -19.98881202)
VIVO;2024-01-02 15:55:00;JANEIRO/2024;01/2024;RUA CARLOS PINTO COELHO 143, VALE DO JATOBA;BARREIRO;2024;POINT (-43.98401272815154 -19.922388212576962)
OI;2024-01-02 16:19:46;JANEIRO/2024;01/2024;RUA FORMIGA 101, LAGOINHA;NOROESTE;2024;POINT (-44.01414746 -19.97754413)
OI;2024-01-02 16:19:46;JANEIRO/2024;01/2024;RUA FORMIGA 101, LAGOINHA;NOROESTE;2024;POINT (-43.9091784 -19.9026318)
OI;2024-01-02 16:26:19;JANEIRO/2024;01/2024;AVENIDA PRESIDENTE CARLOS LUZ 155, CAICARAS;NOROESTE;2024;POINT (-43.91654886 -19.93074604)
OI;2024-01-02 16:26:19;JANEIRO/2024;01/2024;AVENIDA PRESIDENTE CARLOS LUZ 155, CAICARAS;NOROESTE;2024;POINT (-43.9584939 -19.8076767)
V.TAL;2024-01-03 00:32:00;JANEIRO/2024;01/2024;RUA MIGUEL PEREIRA DE LACERDA 5, GOIANIA;NORDESTE;2024;POINT (-43.89077063 -19.89882018)
V.TAL;2024-01-03 00:32:00;JANEIRO/2024;01/2024;RUA MIGUEL PEREIRA DE LACERDA 5, GOIANIA;NORDESTE;2024;POINT (-43.9483799 -19.8927896)
V.TAL;2024-01-03 00:38:00;JANEIRO/2024;01/2024;RUA DOS MENEZES 249, MARIA HELENA;VENDA NOVA;2024;POINT (-43.9422106 -19.8729747)
V.TAL;2024-01-03 00:38:00;JANEIRO/2024;01/2024;RUA DOS MENEZES 249, MARIA HELENA;VENDA NOVA;2024;POINT (-43.89077063 -19.89882018)
V.TAL;2024-01-03 01:19:00;JANEIRO/2024;01/2024;RUA PADRE PEDRO PINTO 3194, MANTIQUEIRA;VENDA NOVA;2024;POINT (-43.8873768974763 -19.8979157716224)
V.TAL;2024-01-03 01:19:00;JANEIRO/2024;01/2024;RUA PADRE PEDRO PINTO 3194, MANTIQUEIRA;VENDA NOVA;2024;POINT (-44.0133285 -19.9781424)
V.TAL;2024-01-03 01:28:00;JANEIRO/2024;01/2024;RUA DOS MENEZES 290, MARIA HELENA;VENDA NOVA;2024;POINT (-43.94207585686386 -19.879810502934276)
V.TAL;2024-01-03 01:28:00;JANEIRO/2024;01/2024;RUA DOS MENEZES 290, MARIA HELENA;VENDA NOVA;2024;POINT (-43.88765948 -19.89793109)
CLARO;2024-01-03 01:48:00;JANEIRO/2024;01/2024;RUA JACUI 346, FLORESTA;LESTE;2024;POINT (-43.9487991 -19.892823)
CLARO;2024-01-03 01:48:00;JANEIRO/2024;01/2024;RUA JACUI 346, FLORESTA;LESTE;2024;POINT (-43.91654886 -19.93074604)
V.TAL;2024-01-03 02:16:00;JANEIRO/2024;01/2024;RUA SANTOS 937, JARDIM AMERICA;OESTE;2024;POINT (-43.88765948 -19.89793109)
V.TAL;2024-01-03 02:16:00;JANEIRO/2024;01/2024;RUA SANTOS 937, JARDIM AMERICA;OESTE;2024;POINT (-43.94207585686386 -19.879810502934276)
V.TAL;2024-01-03 02:39:00;JANEIRO/2024;01/2024;RUA PADRE PEDRO PINTO 3200, LAGOINHA LEBLON;VENDA NOVA;2024;POINT (-43.98035117 -19.93622743)
V.TAL;2024-01-03 02:39:00;JANEIRO/2024;01/2024;RUA PADRE PEDRO PINTO 3200, LAGOINHA LEBLON;VENDA NOVA;2024;POINT (-44.014135 -19.9895114)
SICOP;2024-01-03 02:49:00;JANEIRO/2024;01/2024;RUA DONA GENI 238, Lagoinha Leblon;VENDA NOVA;2024;POINT (-43.9732546883525 -19.9137685578359)
CLARO;2024-01-03 02:49:00;JANEIRO/2024;01/2024;RUA DONA GENI 109A, MARIA HELENA;VENDA NOVA;2024;POINT (-44.014135 -19.9895114)
CLARO;2024-01-03 02:49:00;JANEIRO/2024;01/2024;RUA DONA GENI 109A, MARIA HELENA;VENDA NOVA;2024;POINT (-43.98035117 -19.93622743)
V.TAL;2024-01-03 03:29:00;JANEIRO/2024;01/2024;AVENIDA PADRE PEDRO PINTO 3206, VENDA NOVA;VENDA NOVA;2024;POINT (-43.9796668715527 -19.9136412305623)
V.TAL;2024-01-03 03:29:00;JANEIRO/2024;01/2024;AVENIDA PADRE PEDRO PINTO 3206, VENDA NOVA;VENDA NOVA;2024;POINT (-43.93457809 -19.8867448)
CLARO;2024-01-03 03:50:00;JANEIRO/2024;01/2024;RUA CARACA 310, SERRA;CENTRO-SUL;2024;POINT (-43.9801451337783 -19.9136618200267)
CLARO;2024-01-03 03:50:00;JANEIRO/2024;01/2024;RUA CARACA 310, SERRA;CENTRO-SUL;2024;POINT (-43.93457809 -19.8867448)
V.TAL;2024-01-03 05:11:00;JANEIRO/2024;01/2024;AVENIDA POTUMAIO 90, SAO GERALDO;LESTE;2024;POINT (-43.9527926 -19.9408644)
V.TAL;2024-01-03 05:11:00;JANEIRO/2024;01/2024;AVENIDA POTUMAIO 90, SAO GERALDO;LESTE;2024;POINT (-43.9643866 -19.83938559)
SGO;2024-01-03 06:10:00;JANEIRO/2024;01/2024;AVENIDA CRISTIANO MACHADO 421, CONCORDIA;NORDESTE;2024;POINT (-43.95330103 -19.87479666)
CLARO;2024-01-03 06:32:00;JANEIRO/2024;01/2024;RUA RADIALISTA MILTON PANZI 71, CEU AZUL;VENDA NOVA;2024;POINT (-43.9643866 -19.83938559)
CLARO;2024-01-03 06:32:00;JANEIRO/2024;01/2024;RUA RADIALISTA MILTON PANZI 71, CEU AZUL;VENDA NOVA;2024;POINT (-43.9527926 -19.9408644)
SGO;2024-01-03 07:22:00;JANEIRO/2024;01/2024;AVENIDA JOSE CANDIDO DA SILVEIRA 217, CIDADE NOVA;NORDESTE;2024;POINT (-43.91997902 -19.92397184)
SGO;2024-01-03 07:26:00;JANEIRO/2024;01/2024;AVENIDA DO CONTORNO 3539, SANTA EFIGENIA;CENTRO-SUL;2024;POINT (-43.91997902 -19.92397184)
CLARO;2024-01-03 09:10:00;JANEIRO/2024;01/2024;AVENIDA SEBASTIAO DE BRITO 805, DONA CLARA;PAMPULHA;2024;POINT (-43.9763668 -19.93811436)
CLARO;2024-01-03 09:10:00;JANEIRO/2024;01/2024;AVENIDA SEBASTIAO DE BRITO 805, DONA CLARA;PAMPULHA;2024;POINT (-44.0080552 -19.9375164)
VIVO;2024-01-03 10:04:00;JANEIRO/2024;01/2024;AVENIDA DOM PEDRO II 2809, CAICARAS;NOROESTE;2024;POINT (-43.962238 -19.9657633)
VIVO;2024-01-03 10:04:00;JANEIRO/2024;01/2024;AVENIDA DOM PEDRO II 2809, CAICARAS;NOROESTE;2024;POINT (-43.9763668 -19.93811436)
VIVO;2024-01-03 10:05:00;JANEIRO/2024;01/2024;RUA ITAJUBA 1250, SAGRADA FAMILIA;LESTE;2024;POINT (-44.03551363 -20.02016528)
VIVO;2024-01-03 10:05:00;JANEIRO/2024;01/2024;RUA ITAJUBA 1250, SAGRADA FAMILIA;LESTE;2024;POINT (-43.9483039 -19.8819979)
VIVO;2024-01-03 10:07:00;JANEIRO/2024;01/2024;RUA DOUTOR FRANCISCO SILVEIRA 240, PETROPOLIS;BARREIRO;2024;POINT (-43.9439663 -19.9414312)
VIVO;2024-01-03 10:07:00;JANEIRO/2024;01/2024;RUA DOUTOR FRANCISCO SILVEIRA 240, PETROPOLIS;BARREIRO;2024;POINT (-44.03551363 -20.02016528)
SGO;2024-01-03 10:40:00;JANEIRO/2024;01/2024;AVENIDA JOAO XXIII 1233, JARDIM SAO JOSE;PAMPULHA;2024;POINT (-44.02064105 -19.97496615)
CLARO;2024-01-03 10:53:00;JANEIRO/2024;01/2024;RUA DEPUTADO JOSE RAIMUNDO 143, DONA CLARA;PAMPULHA;2024;POINT (-43.9180098 -19.9102394)
CLARO;2024-01-03 10:53:00;JANEIRO/2024;01/2024;RUA DEPUTADO JOSE RAIMUNDO 143, DONA CLARA;PAMPULHA;2024;POINT (-44.01743328 -19.97300693)
OI;2024-01-03 11:22:22;JANEIRO/2024;01/2024;RUA GUILHERME LEITE 90, CAICARAS;NOROESTE;2024;POINT (-44.01743328 -19.97300693)
OI;2024-01-03 11:22:22;JANEIRO/2024;01/2024;RUA GUILHERME LEITE 90, CAICARAS;NOROESTE;2024;POINT (-44.0098334 -19.9840631)
VIVO;2024-01-03 13:34:00;JANEIRO/2024;01/2024;AVENIDA SENADOR LEVINDO COELHO 1914, MANGUEIRAS;BARREIRO;2024;POINT (-43.9180098 -19.9102394)
VIVO;2024-01-03 13:34:00;JANEIRO/2024;01/2024;AVENIDA SENADOR LEVINDO COELHO 1914, MANGUEIRAS;BARREIRO;2024;POINT (-44.0160993347103 -19.977311236672)
VIVO;2024-01-03 13:40:00;JANEIRO/2024;01/2024;RUA NAPOLEAO LAUREANO 404, FLORESTA;LESTE;2024;POINT (-43.9439663 -19.9414312)
VIVO;2024-01-03 13:40:00;JANEIRO/2024;01/2024;RUA NAPOLEAO LAUREANO 404, FLORESTA;LESTE;2024;POINT (-43.94709699 -19.88839315)
OI;2024-01-03 15:29:51;JANEIRO/2024;01/2024;RUA PAULISTA 940, PIRAJA;NORDESTE;2024;POINT (-43.9483039 -19.8819979)
OI;2024-01-03 15:29:51;JANEIRO/2024;01/2024;RUA PAULISTA 940, PIRAJA;NORDESTE;2024;POINT (-43.94709699 -19.88839315)
OI;2024-01-03 15:32:38;JANEIRO/2024;01/2024;RUA SANTA CLAUDIA 125, ARAGUAIA;BARREIRO;2024;POINT (-43.93165909 -19.91067813)
OI;2024-01-03 15:32:38;JANEIRO/2024;01/2024;RUA SANTA CLAUDIA 125, ARAGUAIA;BARREIRO;2024;POINT (-43.962238 -19.9657633)
CLARO;2024-01-03 22:53:00;JANEIRO/2024;01/2024;RUA DOM RODRIGO 452, SANTA ROSA;PAMPULHA;2024;POINT (-43.93165909 -19.91067813)
CLARO;2024-01-03 22:53:00;JANEIRO/2024;01/2024;RUA DOM RODRIGO 452, SANTA ROSA;PAMPULHA;2024;POINT (-44.0098334 -19.9840631)
CLARO;2024-01-04 00:01:00;JANEIRO/2024;01/2024;RUA JULIO PEREIRA DA SILVA 295, CIDADE NOVA;NORDESTE;2024;POINT (-43.9101477 -19.84804346)
CLARO;2024-01-04 00:01:00;JANEIRO/2024;01/2024;RUA JULIO PEREIRA DA SILVA 295, CIDADE NOVA;NORDESTE;2024;POINT (-43.922539 -19.9354238)
V.TAL;2024-01-04 00:25:00;JANEIRO/2024;01/2024;RUA FORMIGA 254, SAO CRISTOVAO;NOROESTE;2024;POINT (-43.9101477 -19.84804346)
V.TAL;2024-01-04 00:25:00;JANEIRO/2024;01/2024;RUA FORMIGA 254, SAO CRISTOVAO;NOROESTE;2024;POINT (-44.0080552 -19.9375164)
V.TAL;2024-01-04 02:33:00;JANEIRO/2024;01/2024;RUA CARACA 284, SERRA;CENTRO-SUL;2024;POINT (-43.92636397 -19.94010068)
V.TAL;2024-01-04 02:33:00;JANEIRO/2024;01/2024;RUA CARACA 284, SERRA;CENTRO-SUL;2024;POINT (-43.922539 -19.9354238)
CLARO;2024-01-04 08:44:00;JANEIRO/2024;01/2024;RUA CARACA 600, SERRA;CENTRO-SUL;2024;POINT (-44.0015410795036 -19.9125090686919)
CLARO;2024-01-04 08:44:00;JANEIRO/2024;01/2024;RUA CARACA 600, SERRA;CENTRO-SUL;2024;POINT (-43.92636397 -19.94010068)
OI;2024-01-04 09:45:05;JANEIRO/2024;01/2024;PRACA SAO VICENTE 581, GRANJA DE FREITAS;LESTE;2024;POINT (-43.9569466881143 -19.9356772428092)
OI;2024-01-04 09:45:05;JANEIRO/2024;01/2024;PRACA SAO VICENTE 581, GRANJA DE FREITAS;LESTE;2024;POINT (-44.0016451461528 -19.9123241905941)
OI;2024-01-04 15:00:46;JANEIRO/2024;01/2024;RUA JACOB MARRA DE FREITAS 87, SERRA VERDE;VENDA NOVA;2024;POINT (-43.9351174386534 -19.9265350005236)
OI;2024-01-04 15:00:46;JANEIRO/2024;01/2024;RUA JACOB MARRA DE FREITAS 87, SERRA VERDE;VENDA NOVA;2024;POINT (-44.0000114432816 -19.9380521140563)
VIVO;2024-01-04 16:14:00;JANEIRO/2024;01/2024;RUA CORACAO EUCARISTICO DE JESUS 317, CORAÇAO EUCARISTICO;NOROESTE;2024;POINT (-43.940118 -19.874248)
VIVO;2024-01-04 16:14:00;JANEIRO/2024;01/2024;RUA CORACAO EUCARISTICO DE JESUS 317, CORAÇAO EUCARISTICO;NOROESTE;2024;POINT (-44.05124046 -19.98339428)
VIVO;2024-01-04 16:15:00;JANEIRO/2024;01/2024;RUA JACAREPAGUA 226, JARDIM AMERICA;OESTE;2024;POINT (-43.940118 -19.874248)
VIVO;2024-01-04 16:15:00;JANEIRO/2024;01/2024;RUA JACAREPAGUA 226, JARDIM AMERICA;OESTE;2024;POINT (-44.05124046 -19.98339428)
VIVO;2024-01-04 16:16:00;JANEIRO/2024;01/2024;RUA AUGUSTO MUNIZ 600, CARDOSO;BARREIRO;2024;POINT (-43.95526539 -19.87400129)
VIVO;2024-01-04 16:16:00;JANEIRO/2024;01/2024;RUA AUGUSTO MUNIZ 600, CARDOSO;BARREIRO;2024;POINT (-44.0005911517421 -19.9386637590205)
VIVO;2024-01-04 16:18:00;JANEIRO/2024;01/2024;RUA RAMOS DE AZEVEDO 689, MONSENHOR MESSIAS;NOROESTE;2024;POINT (-43.9116767 -19.9380545)
VIVO;2024-01-04 16:18:00;JANEIRO/2024;01/2024;RUA RAMOS DE AZEVEDO 689, MONSENHOR MESSIAS;NOROESTE;2024;POINT (-43.95526539 -19.87400129)
VIVO;2024-01-04 16:32:00;JANEIRO/2024;01/2024;RUA JOSE DE ARAUJO FERNANDES 360, SALGADO FILHO;OESTE;2024;POINT (-43.9905766 -19.94979028)
VIVO;2024-01-04 16:32:00;JANEIRO/2024;01/2024;RUA JOSE DE ARAUJO FERNANDES 360, SALGADO FILHO;OESTE;2024;POINT (-43.9491424 -19.878879)
CLARO;2024-01-04 20:48:00;JANEIRO/2024;01/2024;RUA BOAVENTURA 1176, LIBERDADE;PAMPULHA;2024;POINT (-43.9911241 -19.8927872)
CLARO;2024-01-04 20:48:00;JANEIRO/2024;01/2024;RUA BOAVENTURA 1176, LIBERDADE;PAMPULHA;2024;POINT (-43.9905766 -19.94979028)
CLARO;2024-01-04 22:18:00;JANEIRO/2024;01/2024;AVENIDA DOM PEDRO II 665, CARLOS PRATES;NOROESTE;2024;POINT (-44.0095441 -19.995058)
CLARO;2024-01-04 22:18:00;JANEIRO/2024;01/2024;AVENIDA DOM PEDRO II 665, CARLOS PRATES;NOROESTE;2024;POINT (-43.94693649 -19.88867053)
CLARO;2024-01-05 00:01:00;JANEIRO/2024;01/2024;RUA MADRESSILVA 154, ESPLANADA;LESTE;2024;POINT (-43.94693649 -19.88867053)
CLARO;2024-01-05 00:01:00;JANEIRO/2024;01/2024;RUA MADRESSILVA 154, ESPLANADA;LESTE;2024;POINT (-44.0097803 -19.9855779)
CLARO;2024-01-05 00:30:00;JANEIRO/2024;01/2024;RUA PRAIA FORMOSA 100, ALTO CAICARAS;NOROESTE;2024;POINT (-43.96229542 -19.82427242)
CLARO;2024-01-05 00:30:00;JANEIRO/2024;01/2024;RUA PRAIA FORMOSA 100, ALTO CAICARAS;NOROESTE;2024;POINT (-43.9116767 -19.9380545)
CLARO;2024-01-05 00:31:00;JANEIRO/2024;01/2024;AVENIDA PRESIDENTE CARLOS LUZ 1601, VILA SUMARE;NOROESTE;2024;POINT (-43.96229542 -19.82427242)
CLARO;2024-01-05 00:31:00;JANEIRO/2024;01/2024;AVENIDA PRESIDENTE CARLOS LUZ 1601, VILA SUMARE;NOROESTE;2024;POINT (-43.9491424 -19.878879)
CLARO;2024-01-05 00:41:00;JANEIRO/2024;01/2024;RUA ANORI 295, SAO GABRIEL;NORDESTE;2024;POINT (-43.972974 -19.93904469)
CLARO;2024-01-05 00:41:00;JANEIRO/2024;01/2024;RUA ANORI 295, SAO GABRIEL;NORDESTE;2024;POINT (-43.9911241 -19.8927872)
V.TAL;2024-01-05 01:48:00;JANEIRO/2024;01/2024;RUA DO OURO 1328, SERRA;CENTRO-SUL;2024;POINT (-43.972974 -19.93904469)
V.TAL;2024-01-05 01:48:00;JANEIRO/2024;01/2024;RUA DO OURO 1328, SERRA;CENTRO-SUL;2024;POINT (-44.0097803 -19.9855779)
V.TAL;2024-01-05 01:58:00;JANEIRO/2024;01/2024;AVENIDA MARACA 119, SAO GERALDO;LESTE;2024;POINT (-43.9408779 -19.91614318)
V.TAL;2024-01-05 01:58:00;JANEIRO/2024;01/2024;AVENIDA MARACA 119, SAO GERALDO;LESTE;2024;POINT (-44.0095441 -19.995058)
V.TAL;2024-01-05 02:11:00;JANEIRO/2024;01/2024;RUA CLAUDIONOR MARTINS DA CUNHA 209, CASA BRANCA;LESTE;2024;POINT (-43.979692485823 -19.9149372931557)
V.TAL;2024-01-05 02:11:00;JANEIRO/2024;01/2024;RUA CLAUDIONOR MARTINS DA CUNHA 209, CASA BRANCA;LESTE;2024;POINT (-43.9408779 -19.91614318)
V.TAL;2024-01-05 02:13:00;JANEIRO/2024;01/2024;RUA ANORI 295, SAO GABRIEL;NORDESTE;2024;POINT (-43.9797229041319 -19.9137167551931)
V.TAL;2024-01-05 02:13:00;JANEIRO/2024;01/2024;RUA ANORI 295, SAO GABRIEL;NORDESTE;2024;POINT (-43.95280038 -19.90005506)
V.TAL;2024-01-05 03:18:00;JANEIRO/2024;01/2024;RUA CARACA 696, SERRA;CENTRO-SUL;2024;POINT (-43.930022998188 -19.9355016710209)
V.TAL;2024-01-05 03:18:00;JANEIRO/2024;01/2024;RUA CARACA 696, SERRA;CENTRO-SUL;2024;POINT (-43.95280038 -19.90005506)
V.TAL;2024-01-05 03:39:00;JANEIRO/2024;01/2024;RUA PAULINIA 231, ITAIPU;BARREIRO;2024;POINT (-43.9306693598296 -19.9354319958714)
V.TAL;2024-01-05 03:39:00;JANEIRO/2024;01/2024;RUA PAULINIA 231, ITAIPU;BARREIRO;2024;POINT (-43.9761317044204 -19.9412303182559)
VIVO;2024-01-05 11:07:00;JANEIRO/2024;01/2024;RUA SENADOR MILTON CAMPOS 1185, SANTA MARIA;OESTE;2024;POINT (-44.0218339 -19.9918155)
VIVO;2024-01-05 11:07:00;JANEIRO/2024;01/2024;RUA SENADOR MILTON CAMPOS 1185, SANTA MARIA;OESTE;2024;POINT (-43.92566057 -19.94082429)
VIVO;2024-01-05 11:11:00;JANEIRO/2024;01/2024;RUA INDIANA 970, JARDIM AMERICA;OESTE;2024;POINT (-43.92566057 -19.94082429)
VIVO;2024-01-05 11:11:00;JANEIRO/2024;01/2024;RUA INDIANA 970, JARDIM AMERICA;OESTE;2024;POINT (-44.0218339 -19.9918155)
OI;2024-01-05 11:41:16;JANEIRO/2024;01/2024;RUA PADRE PEDRO PINTO 4904, MANTIQUEIRA;VENDA NOVA;2024;POINT (-43.94739305 -19.83614226)
OI;2024-01-05 11:41:16;JANEIRO/2024;01/2024;RUA PADRE PEDRO PINTO 4904, MANTIQUEIRA;VENDA NOVA;2024;POINT (-43.949108 -19.796992)
OI;2024-01-05 11:43:14;JANEIRO/2024;01/2024;RUA AREIA BRANCA 171, RIBEIRO DE ABREU;NORTE;2024;POINT (-43.92953122 -19.91327041)
OI;2024-01-05 11:43:14;JANEIRO/2024;01/2024;RUA AREIA BRANCA 171, RIBEIRO DE ABREU;NORTE;2024;POINT (-43.949108 -19.796992)
VIVO;2024-01-05 15:51:00;JANEIRO/2024;01/2024;PRACA DA SAUDADE 7, SANTA BRANCA;PAMPULHA;2024;POINT (-43.94739305 -19.83614226)
VIVO;2024-01-05 15:51:00;JANEIRO/2024;01/2024;PRACA DA SAUDADE 7, SANTA BRANCA;PAMPULHA;2024;POINT (-43.958583 -19.826397)
VIVO;2024-01-05 17:13:00;JANEIRO/2024;01/2024;RUA VIRGINIA 48, CARLOS PRATES;NOROESTE;2024;POINT (-43.958583 -19.826397)
VIVO;2024-01-05 17:13:00;JANEIRO/2024;01/2024;RUA VIRGINIA 48, CARLOS PRATES;NOROESTE;2024;POINT (-43.92953122 -19.91327041)
SICOP;2024-01-05 23:10:00;JANEIRO/2024;01/2024;RUA APORE 985, Aparecida;NOROESTE;2024;POINT (-43.9508874432305 -19.9271890449972)
CLARO;2024-01-05 23:39:00;JANEIRO/2024;01/2024;RUA AUGUSTO FRANCO 372, SAO JOAO BATISTA;VENDA NOVA;2024;POINT (-43.96426381 -19.84031077)
CLARO;2024-01-05 23:39:00;JANEIRO/2024;01/2024;RUA AUGUSTO FRANCO 372, SAO JOAO BATISTA;VENDA NOVA;2024;POINT (-43.9843763 -19.8335644)
V.TAL;2024-01-06 02:38:00;JANEIRO/2024;01/2024;RUA SAO PEDRO DO AVAI 153, SANTA BRANCA;PAMPULHA;2024;POINT (-43.96426381 -19.84031077)
